x-axis,1
second,Volt
-250.000000E-06,-201.005026697E-03
-249.992000E-06,-402.010053395E-03
-249.984000E-06,-402.010053396E-03
-249.976000E-06,-402.010053396E-03
-249.968000E-06,-402.010053395E-03
-249.960000E-06,-201.005026698E-03
-249.952000E-06,-201.005026698E-03
-249.944000E-06,-201.005026700E-03
-249.936000E-06,-402.010053394E-03
-249.928000E-06,-201.005026698E-03
-249.920000E-06,-201.005026698E-03
-249.912000E-06,-201.005026702E-03
-249.904000E-06,-402.010053392E-03
-249.896000E-06,-201.005026698E-03
-249.888000E-06,-201.005026698E-03
-249.880000E-06,-201.005026698E-03
-249.872000E-06,-201.005026698E-03
-249.864000E-06,-201.005026705E-03
-249.856000E-06,-402.010053396E-03
-249.848000E-06,-402.010053396E-03
-249.840000E-06,-402.010053388E-03
-249.832000E-06,-201.005026698E-03
-249.824000E-06,-201.005026698E-03
-249.816000E-06,-201.005026698E-03
-249.808000E-06,-201.005026698E-03
-249.800000E-06,-201.005026708E-03
-249.792000E-06,-402.010053386E-03
-249.784000E-06,-201.005026709E-03
-249.776000E-06,-402.010053396E-03
-249.768000E-06,-402.010053385E-03
-249.760000E-06,-201.005026698E-03
-249.752000E-06,-201.005026698E-03
-249.744000E-06,-201.005026711E-03
-249.736000E-06,-402.010053383E-03
-249.728000E-06,-201.005026698E-03
-249.720000E-06,-201.005026698E-03
-249.712000E-06,-201.005026713E-03
-249.704000E-06,-402.010053381E-03
-249.696000E-06,-201.005026698E-03
-249.688000E-06,-201.005026698E-03
-249.680000E-06,-201.005026715E-03
-249.672000E-06,-402.010053379E-03
-249.664000E-06,-201.005026698E-03
-249.656000E-06,-201.005026698E-03
-249.648000E-06,-201.005026716E-03
-249.640000E-06,-402.010053377E-03
-249.632000E-06,-201.005026717E-03
-249.624000E-06,-402.010053376E-03
-249.616000E-06,-201.005026719E-03
-249.608000E-06,-402.010053376E-03
-249.600000E-06,-201.005026698E-03
-249.592000E-06,-201.005026698E-03
-249.584000E-06,-201.005026698E-03
-249.576000E-06,-201.005026721E-03
-249.568000E-06,-402.010053374E-03
-249.560000E-06,-201.005026698E-03
-249.552000E-06,-201.005026698E-03
-249.544000E-06,-201.005026722E-03
-249.536000E-06,-402.010053371E-03
-249.528000E-06,-201.005026698E-03
-249.520000E-06,-201.005026698E-03
-249.512000E-06,-201.005026698E-03
-249.504000E-06,-201.005026698E-03
-249.496000E-06,-201.005026698E-03
-249.488000E-06,-201.005026725E-03
-249.480000E-06,-402.010053368E-03
-249.472000E-06,-201.005026726E-03
-249.464000E-06,-402.010053396E-03
-249.456000E-06,-402.010053396E-03
-249.448000E-06,-402.010053396E-03
-249.440000E-06,-402.010053366E-03
-249.432000E-06,-201.005026728E-03
-249.424000E-06,-402.010053366E-03
-249.416000E-06,-201.005026698E-03
-249.408000E-06,-201.005026698E-03
-249.400000E-06,-201.005026698E-03
-249.392000E-06,-201.005026666E-03
-249.384000E-06,-66E-12
-249.376000E-06,-402.010053396E-03
-249.368000E-06,-402.010053363E-03
-249.360000E-06,-201.005026698E-03
-249.352000E-06,-201.005026698E-03
-249.344000E-06,-201.005026733E-03
-249.336000E-06,-402.010053396E-03
-249.328000E-06,-402.010053396E-03
-249.320000E-06,-402.010053360E-03
-249.312000E-06,-201.005026698E-03
-249.304000E-06,-201.005026698E-03
-249.296000E-06,-201.005026736E-03
-249.288000E-06,-402.010053396E-03
-249.280000E-06,-402.010053396E-03
-249.272000E-06,-402.010053396E-03
-249.264000E-06,-402.010053357E-03
-249.256000E-06,-201.005026698E-03
-249.248000E-06,-201.005026738E-03
-249.240000E-06,-402.010053355E-03
-249.232000E-06,-201.005026698E-03
-249.224000E-06,-201.005026698E-03
-249.216000E-06,-201.005026741E-03
-249.208000E-06,-402.010053396E-03
-249.200000E-06,-402.010053396E-03
-249.192000E-06,-402.010053396E-03
-249.184000E-06,-402.010053352E-03
-249.176000E-06,-201.005026743E-03
-249.168000E-06,-402.010053352E-03
-249.160000E-06,-201.005026698E-03
-249.152000E-06,-201.005026698E-03
-249.144000E-06,-201.005026744E-03
-249.136000E-06,-402.010053349E-03
-249.128000E-06,-201.005026698E-03
-249.120000E-06,-201.005026746E-03
-249.112000E-06,-402.010053396E-03
-249.104000E-06,-402.010053348E-03
-249.096000E-06,-201.005026747E-03
-249.088000E-06,-402.010053347E-03
-249.080000E-06,-201.005026748E-03
-249.072000E-06,-402.010053346E-03
-249.064000E-06,-201.005026749E-03
-249.056000E-06,-402.010053345E-03
-249.048000E-06,-201.005026698E-03
-249.040000E-06,-201.005026750E-03
-249.032000E-06,-402.010053344E-03
-249.024000E-06,-201.005026698E-03
-249.016000E-06,-201.005026698E-03
-249.008000E-06,-201.005026698E-03
-249.000000E-06,-201.005026752E-03
-248.992000E-06,-402.010053341E-03
-248.984000E-06,-201.005026698E-03
-248.976000E-06,-201.005026698E-03
-248.968000E-06,-201.005026754E-03
-248.960000E-06,-402.010053340E-03
-248.952000E-06,-201.005026698E-03
-248.944000E-06,-201.005026698E-03
-248.936000E-06,-201.005026698E-03
-248.928000E-06,-201.005026698E-03
-248.920000E-06,-201.005026757E-03
-248.912000E-06,-402.010053337E-03
-248.904000E-06,-201.005026757E-03
-248.896000E-06,-402.010053396E-03
-248.888000E-06,-402.010053336E-03
-248.880000E-06,-201.005026698E-03
-248.872000E-06,-201.005026760E-03
-248.864000E-06,-402.010053335E-03
-248.856000E-06,-201.005026760E-03
-248.848000E-06,-402.010053334E-03
-248.840000E-06,-201.005026698E-03
-248.832000E-06,-201.005026698E-03
-248.824000E-06,-201.005026762E-03
-248.816000E-06,-402.010053332E-03
-248.808000E-06,-201.005026698E-03
-248.800000E-06,-201.005026763E-03
-248.792000E-06,-402.010053396E-03
-248.784000E-06,-402.010053396E-03
-248.776000E-06,-402.010053396E-03
-248.768000E-06,-402.010053396E-03
-248.760000E-06,-402.010053329E-03
-248.752000E-06,-201.005026766E-03
-248.744000E-06,-402.010053396E-03
-248.736000E-06,-402.010053396E-03
-248.728000E-06,-402.010053327E-03
-248.720000E-06,-201.005026698E-03
-248.712000E-06,-201.005026698E-03
-248.704000E-06,-201.005026698E-03
-248.696000E-06,-201.005026698E-03
-248.688000E-06,-201.005026769E-03
-248.680000E-06,-402.010053396E-03
-248.672000E-06,-402.010053396E-03
-248.664000E-06,-402.010053324E-03
-248.656000E-06,-201.005026698E-03
-248.648000E-06,-201.005026698E-03
-248.640000E-06,-201.005026698E-03
